date,actual,feature_model
2016-05-13 19:00:00,208.33333333333331,195.18958618879935
2016-05-13 20:00:00,120.0,198.83344364530376
2016-05-13 21:00:00,63.333333333333336,115.22174608041863
2016-05-13 22:00:00,55.0,65.98549383559674
2016-05-13 23:00:00,61.66666666666666,51.45404513114805
2016-05-14 00:00:00,58.333333333333336,54.930469991686564
2016-05-14 01:00:00,63.333333333333336,52.564445507164656
2016-05-14 02:00:00,60.0,53.216385595880496
2016-05-14 03:00:00,60.0,51.428942693299
2016-05-14 04:00:00,60.0,61.98408721658008
2016-05-14 05:00:00,56.66666666666666,61.736740792555814
2016-05-14 06:00:00,63.333333333333336,86.56650696271986
2016-05-14 07:00:00,113.33333333333331,136.24797042600403
2016-05-14 08:00:00,133.33333333333334,179.33775031632652
2016-05-14 09:00:00,118.33333333333331,154.10917892698154
2016-05-14 10:00:00,158.33333333333334,131.4422548938048
2016-05-14 11:00:00,96.66666666666669,150.18017924824852
2016-05-14 12:00:00,116.66666666666669,133.6178333031972
2016-05-14 13:00:00,113.33333333333331,146.76945212174198
2016-05-14 14:00:00,106.66666666666669,134.4372051704138
2016-05-14 15:00:00,130.0,106.35683674088021
2016-05-14 16:00:00,111.66666666666669,127.15138494894342
2016-05-14 17:00:00,241.66666666666663,160.49338079294225
2016-05-14 18:00:00,166.66666666666666,208.91033238037738
2016-05-14 19:00:00,90.0,181.89588257064108
2016-05-14 20:00:00,86.66666666666667,116.42365439071561
2016-05-14 21:00:00,75.0,60.148155793776034
2016-05-14 22:00:00,61.66666666666666,54.695201698095374
2016-05-14 23:00:00,48.333333333333336,60.41981277513395
2016-05-15 00:00:00,53.333333333333336,58.546595199864356
2016-05-15 01:00:00,55.0,54.98731081333328
2016-05-15 02:00:00,51.66666666666666,49.234959600615184
2016-05-15 03:00:00,40.0,53.33398915941707
2016-05-15 04:00:00,51.66666666666666,53.56481408972152
2016-05-15 05:00:00,56.66666666666666,58.52581022537462
2016-05-15 06:00:00,51.66666666666666,63.38595155789709
2016-05-15 07:00:00,93.33333333333331,63.9633301271726
2016-05-15 08:00:00,118.33333333333331,151.81109822109534
2016-05-15 09:00:00,101.66666666666669,136.26861112531284
2016-05-15 10:00:00,108.33333333333331,145.40036408649286
2016-05-15 11:00:00,105.0,113.60674645072596
2016-05-15 12:00:00,96.66666666666669,89.98572264947904
2016-05-15 13:00:00,136.66666666666666,83.46381330625674
2016-05-15 14:00:00,88.33333333333333,99.72280278433023
2016-05-15 15:00:00,93.33333333333331,117.92174405042057
2016-05-15 16:00:00,143.33333333333334,154.86707744223236
2016-05-15 17:00:00,236.66666666666663,192.4431431165772
2016-05-15 18:00:00,98.33333333333331,244.7002534765805
2016-05-15 19:00:00,96.66666666666669,148.35267979693919
2016-05-15 20:00:00,246.66666666666663,103.08103461904172
2016-05-15 21:00:00,203.33333333333331,124.234788720092
2016-05-15 22:00:00,86.66666666666667,128.5244515008855
2016-05-15 23:00:00,83.33333333333333,86.87612712232368
2016-05-16 00:00:00,61.66666666666666,71.65451407983132
2016-05-16 01:00:00,53.333333333333336,55.103850369763535
2016-05-16 02:00:00,56.66666666666666,57.39559362306451
2016-05-16 03:00:00,53.333333333333336,55.025330601986404
2016-05-16 04:00:00,55.0,55.16604414041301
2016-05-16 05:00:00,51.66666666666666,62.22078183706718
2016-05-16 06:00:00,53.333333333333336,62.31420198480461
2016-05-16 07:00:00,61.66666666666666,86.25458218747735
2016-05-16 08:00:00,88.33333333333333,96.09053393920573
2016-05-16 09:00:00,70.0,107.53029514804047
2016-05-16 10:00:00,148.33333333333334,134.13103509928249
2016-05-16 11:00:00,103.33333333333331,120.18044754832825
2016-05-16 12:00:00,206.66666666666663,175.55847458223695
2016-05-16 13:00:00,266.6666666666667,121.813284054078
2016-05-16 14:00:00,88.33333333333333,209.10118752331303
2016-05-16 15:00:00,111.66666666666669,181.37986477611616
2016-05-16 16:00:00,88.33333333333333,124.50791911045488
2016-05-16 17:00:00,243.33333333333331,142.8593642029156
2016-05-16 18:00:00,155.0,148.58043542507716
2016-05-16 19:00:00,115.0,127.54173591235809
2016-05-16 20:00:00,96.66666666666669,146.63535277894985
2016-05-16 21:00:00,68.33333333333333,103.97563479325507
2016-05-16 22:00:00,46.66666666666666,86.55211512243557
2016-05-16 23:00:00,60.0,77.56434674962193
2016-05-17 00:00:00,50.0,56.857538200705754
2016-05-17 01:00:00,55.0,53.85785341449923
2016-05-17 02:00:00,51.66666666666666,53.6913041435726
2016-05-17 03:00:00,53.333333333333336,52.82862279185091
2016-05-17 04:00:00,53.333333333333336,53.58165918377507
2016-05-17 05:00:00,58.333333333333336,55.61656952854525
2016-05-17 06:00:00,56.66666666666666,70.88637676747007
2016-05-17 07:00:00,65.0,73.49118174485903
2016-05-17 08:00:00,56.66666666666666,99.47021533260192
2016-05-17 09:00:00,51.66666666666666,66.80961982458857
2016-05-17 10:00:00,53.333333333333336,68.7132237792799
2016-05-17 11:00:00,51.66666666666666,67.45115351650134
2016-05-17 12:00:00,53.333333333333336,60.92853597220618
2016-05-17 13:00:00,41.66666666666666,66.59955861874812
2016-05-17 14:00:00,53.333333333333336,59.057345713057096
2016-05-17 15:00:00,51.66666666666666,59.26826819089395
2016-05-17 16:00:00,66.66666666666667,66.12063817397679
2016-05-17 17:00:00,153.33333333333334,122.66447346980125
2016-05-17 18:00:00,100.0,163.26248223724718
2016-05-17 19:00:00,123.33333333333331,152.8170071407699
2016-05-17 20:00:00,118.33333333333331,92.89658165759056
2016-05-17 21:00:00,65.0,72.74089707545168
2016-05-17 22:00:00,46.66666666666666,56.99353843226551
2016-05-17 23:00:00,55.0,51.22905231248293
2016-05-18 00:00:00,51.66666666666666,55.94097305460391
2016-05-18 01:00:00,53.333333333333336,61.77969498954254
2016-05-18 02:00:00,55.0,52.67673062152396
2016-05-18 03:00:00,51.66666666666666,52.42216665147121
2016-05-18 04:00:00,51.66666666666666,54.217273891236175
2016-05-18 05:00:00,65.0,62.64730152606106
2016-05-18 06:00:00,70.0,67.44061407969129
2016-05-18 07:00:00,53.333333333333336,103.97235409956244
2016-05-18 08:00:00,61.66666666666666,76.20956684858837
2016-05-18 09:00:00,65.0,75.2613530557777
2016-05-18 10:00:00,58.333333333333336,65.51270762310965
2016-05-18 11:00:00,70.0,62.00794471802488
2016-05-18 12:00:00,56.66666666666666,82.17448160618233
2016-05-18 13:00:00,86.66666666666667,61.62109993026825
2016-05-18 14:00:00,81.66666666666667,80.10054114782531
2016-05-18 15:00:00,83.33333333333333,85.35551995442587
2016-05-18 16:00:00,105.0,84.86209949514178
2016-05-18 17:00:00,118.33333333333331,134.71879732402374
2016-05-18 18:00:00,178.33333333333334,167.20953025437333
2016-05-18 19:00:00,143.33333333333334,160.03894688369257
2016-05-18 20:00:00,223.33333333333331,131.32543160636146
2016-05-18 21:00:00,81.66666666666667,97.59294221824892
2016-05-18 22:00:00,51.66666666666666,63.94977873194413
2016-05-18 23:00:00,56.66666666666666,63.65017633183447
2016-05-19 00:00:00,51.66666666666666,53.749304411164815
2016-05-19 01:00:00,51.66666666666666,53.42760257486361
2016-05-19 02:00:00,50.0,54.58400215996376
2016-05-19 03:00:00,51.66666666666666,55.242869291584924
2016-05-19 04:00:00,56.66666666666666,54.81514125401231
2016-05-19 05:00:00,55.0,61.34935160289516
2016-05-19 06:00:00,58.333333333333336,61.43927788405349
2016-05-19 07:00:00,50.0,63.231740575826706
2016-05-19 08:00:00,53.333333333333336,60.66630276120145
2016-05-19 09:00:00,36.66666666666666,53.84188685389681
2016-05-19 10:00:00,55.0,53.65788421922918
2016-05-19 11:00:00,51.66666666666666,51.1759945906005
2016-05-19 12:00:00,55.0,49.369079407157955
2016-05-19 13:00:00,50.0,55.820085537724566
2016-05-19 14:00:00,63.333333333333336,56.16441388549526
2016-05-19 15:00:00,81.66666666666667,85.77888661197538
2016-05-19 16:00:00,90.0,97.61839750513623
2016-05-19 17:00:00,208.33333333333331,144.15798247006668
2016-05-19 18:00:00,120.0,128.8556656358635
2016-05-19 19:00:00,98.33333333333331,134.4394634435729
2016-05-19 20:00:00,118.33333333333331,133.9021701972459
2016-05-19 21:00:00,66.66666666666667,94.81071961652206
2016-05-19 22:00:00,50.0,58.26526795252614
2016-05-19 23:00:00,56.66666666666666,52.39234713746639
2016-05-20 00:00:00,51.66666666666666,53.446071562400554
2016-05-20 01:00:00,51.66666666666666,52.462113558783095
2016-05-20 02:00:00,36.66666666666666,54.0271881374148
2016-05-20 03:00:00,58.333333333333336,51.967448176332105
2016-05-20 04:00:00,51.66666666666666,58.67208184990659
2016-05-20 05:00:00,61.66666666666666,85.19779753191416
2016-05-20 06:00:00,66.66666666666667,100.5687042194692
2016-05-20 07:00:00,80.0,147.88097441075854
2016-05-20 08:00:00,126.66666666666669,225.14330775608178
2016-05-20 09:00:00,73.33333333333333,155.53314081111188
2016-05-20 10:00:00,81.66666666666667,181.9120549508731
2016-05-20 11:00:00,73.33333333333333,223.25645387436347
2016-05-20 12:00:00,71.66666666666667,198.11148098850046
2016-05-20 13:00:00,61.66666666666666,144.6535205361808
2016-05-20 14:00:00,60.0,85.33297889569292
2016-05-20 15:00:00,46.66666666666666,90.12577264597262
